LineNumber,ID,RPM,angle ,,,"LineNumber, ID, Timestamp(Unix), RPM, Power, Deflection"
4862,---,,,,,
4863,---,,,,,
4864,---,,,,,
4865,---,,,,,
4866,---,,,,,
4867,---,,,,,
4868,---,,,,,
4869,,,,,,
4870,,,,,,
4871,,,,,,
4872,,,,,,
4873,,,,,,
4874,---,,,,,
4875,---,,,,,
4876,---,,,,,
4877,---,,,,,
4878,---,,,,,
4879,---,,,,,
4880,---,,,,,
4881,---,,,,,
4882,---,,,,,
4883,---,,,,,
4884,---,,,,,
4885,---,,,,,
4886,---,,,,,
4887,---,,,,,
4888,---,,,,,
4889,---,,,,,
4890,---,,,,,
4891,---,,,,,
4892,---,,,,,
4893,---,,,,,
4894,---,,,,,
4895,---,,,,,
4896,---,,,,,
4897,---,,,,,
4898,---,,,,,
4899,---,,,,,
4900,---,,,,,
4901,---,,,,,
4902,---,,,,,
4903,---,,,,,
4904,---,,,,,
4905,---,,,,,
4906,---,,,,,
4907,---,,,,,
4908,---,,,,,
4909,---,,,,,
4910,---,,,,,
4911,---,,,,,
4912,---,,,,,
4913,---,,,,,
4914,---,,,,,
4915,---,,,,,
4916,---,,,,,
4917,---,,,,,
4918,---,,,,,
4919,---,,,,,
4920,---,,,,,
4921,---,,,,,
4922,---,,,,,
4923,---,,,,,
4924,---,,,,,
4925,---,,,,,
4926,---,,,,,
4927,---,,,,,
4928,---,,,,,
4929,---,,,,,
4930,---,,,,,
4931,---,,,,,
4932,---,,,,,
4933,---,,,,,
4934,---,,,,,
4935,---,,,,,
4936,---,,,,,
4937,---,,,,,
4938,---,,,,,
4939,---,,,,,
4940,---,,,,,
4941,---,,,,,
4942,---,,,,,
4943,---,,,,,
4944,---,,,,,
4945,---,,,,,
4946,---,,,,,
4947,---,,,,,
4948,---,,,,,
4949,---,,,,,
4950,---,,,,,
4951,---,,,,,
4952,---,,,,,
4953,---,,,,,
4954,---,,,,,
4955,---,,,,,
4956,---,,,,,
4957,---,,,,,
4958,---,,,,,
4959,---,,,,,
4960,---,,,,,
4961,---,,,,,
4962,---,,,,,
4963,---,,,,,
4964,---,,,,,
4965,---,,,,,
4966,---,,,,,
4967,---,,,,,
4968,---,,,,,
4969,,,,,,
4970,,,,,,
4971,,,,,,
4972,,,,,,
4973,,,,,,
4974,---,,,,,
4975,---,,,,,
4976,---,,,,,
4977,---,,,,,
4978,---,,,,,
4979,---,,,,,
4980,---,,,,,
4981,---,,,,,
4982,---,,,,,
4983,---,,,,,
4984,---,,,,,
4985,---,,,,,
4986,---,,,,,
4987,---,,,,,
4988,---,,,,,
4989,---,,,,,
4990,---,,,,,
4991,---,,,,,
4992,---,,,,,
4993,---,,,,,
4994,---,,,,,
4995,---,,,,,
4996,---,,,,,
4997,---,,,,,
4998,---,,,,,
4999,---,,,,,
5000,---,,,,,
5001,---,,,,,
5002,---,,,,,
5003,---,,,,,
5004,---,,,,,
5005,---,,,,,
5006,---,,,,,
5007,---,,,,,
5008,---,,,,,
5009,---,,,,,
5010,---,,,,,
5011,---,,,,,
5012,---,,,,,
5013,---,,,,,
5014,---,,,,,
5015,---,,,,,
5016,---,,,,,
5017,---,,,,,
5018,---,,,,,
5019,---,,,,,
5020,---,,,,,
5021,---,,,,,
5022,---,,,,,
5023,---,,,,,
5024,---,,,,,
