timestamp,relative_time (seg),id,value
1562356562517,115.163,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356563518,116.164,0xdd,"{'D1_Modulation_Index': 0.1385, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.9000000000000004, 'D3_Id_Command': 0.0}"
1562356564518,117.164,0xd5,"{'D4_Delta_Resolver_Filtered': 92.80000000000001, 'D3_Electrical_Output_Frequency': 72.9, 'D2_Motor_Speed': 438, 'D1_Motor_Angle_Electrical': 13.5}"
1562356565519,118.165,0xd3,"{'D5_Analog_Input_5': 4.94, 'D6_Analog_Input_6': 4.94, 'D2_Analog_Input_2': 2.1, 'D4_Analog_Input_4': 4.93, 'D3_Analog_Input_3': 4.93, 'D1_Analog_Input_1': 4.93}"
1562356566523,119.169,0xdd,"{'D1_Modulation_Index': 0.1376, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356567528,120.174,0xdc,"{'D2_Torque_Feedback': 2.6, 'D3_Power_On_Timer': 656.481, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356568527,121.173,0xd6,"{'D3_Phase_C_Current': -4.0, 'D4_DC_Bus_Current': 0.30000000000000004, 'D1_Phase_A_Current': 3.9000000000000004, 'D2_Phase_B_Current': -0.4}"
1562356569528,122.174,0xd9,"{'D1_Reference_Voltage_1_5': 1.51, 'D4_Reference_Voltage_12_0': 11.02, 'D3_Reference_Voltage_5_0': 5.1000000000000005, 'D2_Reference_Voltage_2_5': 2.5100000000000002}"
1562356570533,123.179,0xdc,"{'D2_Torque_Feedback': 2.8000000000000003, 'D3_Power_On_Timer': 659.451, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356571534,124.18,0xd3,"{'D5_Analog_Input_5': 4.93, 'D6_Analog_Input_6': 4.94, 'D2_Analog_Input_2': 2.09, 'D4_Analog_Input_4': 4.92, 'D3_Analog_Input_3': 4.92, 'D1_Analog_Input_1': 4.93}"
1562356572536,125.182,0xdc,"{'D2_Torque_Feedback': 3.8000000000000003, 'D3_Power_On_Timer': 661.341, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356573537,126.183,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356574543,127.189,0xdd,"{'D1_Modulation_Index': 0.1366, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356575543,128.189,0xdc,"{'D2_Torque_Feedback': 3.1, 'D3_Power_On_Timer': 664.365, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356576547,129.193,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356577549,130.195,0xd3,"{'D5_Analog_Input_5': 4.94, 'D6_Analog_Input_6': 4.94, 'D2_Analog_Input_2': 2.09, 'D4_Analog_Input_4': 4.93, 'D3_Analog_Input_3': 4.92, 'D1_Analog_Input_1': 4.92}"
1562356578549,131.195,0xd6,"{'D3_Phase_C_Current': -1.9000000000000001, 'D4_DC_Bus_Current': 0.30000000000000004, 'D1_Phase_A_Current': 2.1, 'D2_Phase_B_Current': -4.5}"
1562356579553,132.199,0xdd,"{'D1_Modulation_Index': 0.1358, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356580555,133.201,0xdc,"{'D2_Torque_Feedback': 3.0, 'D3_Power_On_Timer': 669.3870000000001, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356581556,134.202,0xdd,"{'D1_Modulation_Index': 0.13570000000000002, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356582558,135.204,0xd9,"{'D1_Reference_Voltage_1_5': 1.51, 'D4_Reference_Voltage_12_0': 10.950000000000001, 'D3_Reference_Voltage_5_0': 5.08, 'D2_Reference_Voltage_2_5': 2.5100000000000002}"
1562356583559,136.205,0xdc,"{'D2_Torque_Feedback': 2.0, 'D3_Power_On_Timer': 672.438, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356584560,137.206,0xdd,"{'D1_Modulation_Index': 0.13520000000000001, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356585560,138.206,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': 0.2, 'D4_Iq': 4.3, 'D2_Flux_Feedback': -6.081}"
1562356586561,139.207,0xd7,"{'D2_Output_Voltage': 41.6, 'D4_VBC_Vq_Voltage': 41.6, 'D1_DC_Bus_Voltage': 607.6, 'D3_VAB_Vd_Voltage': -1.5}"
1562356587565,140.211,0xdd,"{'D1_Modulation_Index': 0.1365, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356588565,141.211,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356589569,142.215,0xdc,"{'D2_Torque_Feedback': 2.2, 'D3_Power_On_Timer': 678.504, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356590572,143.218,0xf0,"{'Inverter_Enable': 'Turn the Inverter ON', 'Speed_Mode_Enable': 0, 'Speed_Command': 0, 'Torque_Command': 3.0, 'Direction_Command': 'CCW', 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0}"
1562356591572,144.218,0xdd,"{'D1_Modulation_Index': 0.1378, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.9000000000000004, 'D3_Id_Command': 0.0}"
1562356592572,145.218,0xdc,"{'D2_Torque_Feedback': 3.3000000000000003, 'D3_Power_On_Timer': 681.51, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356593575,146.221,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356594576,147.222,0xdc,"{'D2_Torque_Feedback': 1.9000000000000001, 'D3_Power_On_Timer': 683.472, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356595578,148.224,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356596579,149.225,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': 0.2, 'D4_Iq': 2.7, 'D2_Flux_Feedback': -6.081}"
1562356597582,150.228,0xf0,"{'Inverter_Enable': 'Turn the Inverter ON', 'Speed_Mode_Enable': 0, 'Speed_Command': 0, 'Torque_Command': 3.0, 'Direction_Command': 'CCW', 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0}"
1562356598580,151.226,0xdc,"{'D2_Torque_Feedback': 3.6, 'D3_Power_On_Timer': 687.396, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356599583,152.229,0xdd,"{'D1_Modulation_Index': 0.1373, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356600587,153.233,0xdc,"{'D2_Torque_Feedback': 3.3000000000000003, 'D3_Power_On_Timer': 689.403, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356601587,154.233,0xf0,"{'Inverter_Enable': 'Turn the Inverter ON', 'Speed_Mode_Enable': 0, 'Speed_Command': 0, 'Torque_Command': 3.0, 'Direction_Command': 'CCW', 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0}"
1562356602592,155.238,0xdd,"{'D1_Modulation_Index': 0.13670000000000002, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356603590,156.236,0xdc,"{'D2_Torque_Feedback': 3.2, 'D3_Power_On_Timer': 692.4, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356604590,157.236,0xf0,"{'Inverter_Enable': 'Turn the Inverter ON', 'Speed_Mode_Enable': 0, 'Speed_Command': 0, 'Torque_Command': 3.0, 'Direction_Command': 'CCW', 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0}"
1562356605592,158.238,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356606593,159.239,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': -0.9, 'D4_Iq': 3.2, 'D2_Flux_Feedback': -6.081}"
1562356607593,160.239,0xd4,"{'D2_Digital_Input_2': 0, 'D4_Digital_Input_4': 0, 'D7_Digital_Input_7': 0, 'D8_Digital_Input_8': 0, 'D5_Digital_Input_5': 0, 'D3_Digital_Input_3': 0, 'D1_Digital_Input_1': 0, 'D6_Digital_Input_6': 0}"
1562356608597,161.243,0xdd,"{'D1_Modulation_Index': 0.1383, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356609601,162.247,0xdc,"{'D2_Torque_Feedback': 1.8, 'D3_Power_On_Timer': 698.394, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356610599,163.245,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356611603,164.249,0xdd,"{'D1_Modulation_Index': 0.13670000000000002, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356612604,165.25,0xdc,"{'D2_Torque_Feedback': 2.7, 'D3_Power_On_Timer': 701.409, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356613604,166.25,0xd2,"{'D2_RTD5_Temperature': -1000.0, 'D1_RTD4_Temperature': -1000.0, 'D4_Torque_Shudder': 0.0, 'D3_Motor_Temperature': 32.1}"
1562356614605,167.251,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356615606,168.252,0xd2,"{'D2_RTD5_Temperature': -1000.0, 'D1_RTD4_Temperature': -1000.0, 'D4_Torque_Shudder': 0.0, 'D3_Motor_Temperature': 32.1}"
1562356616607,169.253,0xd5,"{'D4_Delta_Resolver_Filtered': 92.80000000000001, 'D3_Electrical_Output_Frequency': 72.5, 'D2_Motor_Speed': 435, 'D1_Motor_Angle_Electrical': 258.1}"
1562356617608,170.254,0xd4,"{'D2_Digital_Input_2': 0, 'D4_Digital_Input_4': 0, 'D7_Digital_Input_7': 0, 'D8_Digital_Input_8': 0, 'D5_Digital_Input_5': 0, 'D3_Digital_Input_3': 0, 'D1_Digital_Input_1': 0, 'D6_Digital_Input_6': 0}"
1562356618609,171.255,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356619613,172.259,0xdd,"{'D1_Modulation_Index': 0.1361, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356620614,173.26,0xdc,"{'D2_Torque_Feedback': 2.6, 'D3_Power_On_Timer': 709.392, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356621615,174.261,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': -1.0, 'D4_Iq': 3.5, 'D2_Flux_Feedback': -6.081}"
1562356622618,175.264,0xdd,"{'D1_Modulation_Index': 0.136, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356623621,176.267,0xde,"{'D3_DateCode_MMDD': 1297, 'D2_SW_Version': 6580, 'D4_DateCode_YYYY': 8216, 'D1_Project_Code_EEP_Ver': 16}"
1562356624621,177.267,0xd0,"{'D1_Module_A': 23.5, 'D2_Module_B': 23.700000000000003, 'D3_Module_C': 23.700000000000003, 'D4_Gate_Driver_Board': 36.300000000000004}"
1562356625622,178.268,0xdd,"{'D1_Modulation_Index': 0.1359, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356626625,179.271,0xdc,"{'D2_Torque_Feedback': 3.2, 'D3_Power_On_Timer': 715.413, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356627628,180.274,0xf0,"{'Inverter_Enable': 'Turn the Inverter ON', 'Speed_Mode_Enable': 0, 'Speed_Command': 0, 'Torque_Command': 3.0, 'Direction_Command': 'CCW', 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0}"
1562356628626,181.272,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356629628,182.274,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': 0.4, 'D4_Iq': 4.0, 'D2_Flux_Feedback': -6.081}"
1562356630629,183.275,0xd0,"{'D1_Module_A': 23.5, 'D2_Module_B': 23.8, 'D3_Module_C': 23.700000000000003, 'D4_Gate_Driver_Board': 34.9}"
1562356631629,184.275,0xd3,"{'D5_Analog_Input_5': 4.94, 'D6_Analog_Input_6': 4.94, 'D2_Analog_Input_2': 2.09, 'D4_Analog_Input_4': 4.93, 'D3_Analog_Input_3': 4.93, 'D1_Analog_Input_1': 4.93}"
1562356632632,185.278,0xdc,"{'D2_Torque_Feedback': 2.3000000000000003, 'D3_Power_On_Timer': 721.542, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356633632,186.278,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': -0.8, 'D4_Iq': 2.8000000000000003, 'D2_Flux_Feedback': -6.081}"
1562356634633,187.279,0xd6,"{'D3_Phase_C_Current': -2.7, 'D4_DC_Bus_Current': 0.30000000000000004, 'D1_Phase_A_Current': 0.0, 'D2_Phase_B_Current': 3.8000000000000003}"
1562356635638,188.284,0xdd,"{'D1_Modulation_Index': 0.1376, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356636638,189.284,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356637639,190.285,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': 2.6, 'D4_Iq': 5.4, 'D2_Flux_Feedback': -6.081}"
1562356638640,191.286,0xd3,"{'D5_Analog_Input_5': 4.94, 'D6_Analog_Input_6': 4.94, 'D2_Analog_Input_2': 2.1, 'D4_Analog_Input_4': 4.93, 'D3_Analog_Input_3': 4.93, 'D1_Analog_Input_1': 4.93}"
1562356639641,192.287,0xdd,"{'D1_Modulation_Index': 0.137, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.9000000000000004, 'D3_Id_Command': 0.0}"
1562356640642,193.288,0xd7,"{'D2_Output_Voltage': 41.1, 'D4_VBC_Vq_Voltage': 41.1, 'D1_DC_Bus_Voltage': 608.3000000000001, 'D3_VAB_Vd_Voltage': -0.6000000000000001}"
1562356641643,194.289,0xdd,"{'D1_Modulation_Index': 0.1365, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356642644,195.29,0xdc,"{'D2_Torque_Feedback': 3.2, 'D3_Power_On_Timer': 731.505, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356643645,196.291,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356644646,197.292,0xd7,"{'D2_Output_Voltage': 41.2, 'D4_VBC_Vq_Voltage': 41.1, 'D1_DC_Bus_Voltage': 606.8000000000001, 'D3_VAB_Vd_Voltage': -1.3}"
1562356645648,198.294,0xdd,"{'D1_Modulation_Index': 0.1356, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356646651,199.297,0xdc,"{'D2_Torque_Feedback': 3.6, 'D3_Power_On_Timer': 735.5550000000001, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356647651,200.297,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356648655,201.301,0xf0,"{'Inverter_Enable': 'Turn the Inverter ON', 'Speed_Mode_Enable': 0, 'Speed_Command': 0, 'Torque_Command': 3.0, 'Direction_Command': 'CCW', 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0}"
1562356649652,202.298,0xd5,"{'D4_Delta_Resolver_Filtered': 92.9, 'D3_Electrical_Output_Frequency': 72.10000000000001, 'D2_Motor_Speed': 433, 'D1_Motor_Angle_Electrical': 173.20000000000002}"
1562356650653,203.299,0xd6,"{'D3_Phase_C_Current': -0.5, 'D4_DC_Bus_Current': 0.30000000000000004, 'D1_Phase_A_Current': -3.2, 'D2_Phase_B_Current': 3.2}"
1562356651657,204.303,0xdd,"{'D1_Modulation_Index': 0.1359, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356652658,205.304,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356653659,206.305,0xd7,"{'D2_Output_Voltage': 41.300000000000004, 'D4_VBC_Vq_Voltage': 41.300000000000004, 'D1_DC_Bus_Voltage': 607.6, 'D3_VAB_Vd_Voltage': -1.3}"
1562356654660,207.306,0xd3,"{'D5_Analog_Input_5': 4.94, 'D6_Analog_Input_6': 4.94, 'D2_Analog_Input_2': 2.09, 'D4_Analog_Input_4': 4.93, 'D3_Analog_Input_3': 4.93, 'D1_Analog_Input_1': 4.93}"
1562356655664,208.31,0xdd,"{'D1_Modulation_Index': 0.13670000000000002, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356656664,209.31,0xdc,"{'D2_Torque_Feedback': 2.9000000000000004, 'D3_Power_On_Timer': 745.563, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356657666,210.312,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356658666,211.312,0xdd,"{'D1_Modulation_Index': 0.137, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.9000000000000004, 'D3_Id_Command': 0.0}"
1562356659667,212.313,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356660668,213.314,0xd6,"{'D3_Phase_C_Current': -2.7, 'D4_DC_Bus_Current': 0.30000000000000004, 'D1_Phase_A_Current': -1.1, 'D2_Phase_B_Current': 3.2}"
1562356661671,214.317,0xdc,"{'D2_Torque_Feedback': 3.5, 'D3_Power_On_Timer': 750.567, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356662674,215.32,0xdd,"{'D1_Modulation_Index': 0.1371, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356663676,216.322,0xdc,"{'D2_Torque_Feedback': 4.5, 'D3_Power_On_Timer': 752.538, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356664676,217.322,0xd5,"{'D4_Delta_Resolver_Filtered': 92.80000000000001, 'D3_Electrical_Output_Frequency': 72.8, 'D2_Motor_Speed': 437, 'D1_Motor_Angle_Electrical': 242.8}"
1562356665677,218.323,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356666679,219.325,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': 1.6, 'D4_Iq': 4.6000000000000005, 'D2_Flux_Feedback': -6.081}"
1562356667680,220.326,0xd7,"{'D2_Output_Voltage': 41.400000000000006, 'D4_VBC_Vq_Voltage': 41.400000000000006, 'D1_DC_Bus_Voltage': 607.6, 'D3_VAB_Vd_Voltage': -1.3}"
1562356668680,221.326,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': -0.5, 'D4_Iq': 4.1000000000000005, 'D2_Flux_Feedback': -6.081}"
1562356669684,222.33,0xf0,"{'Inverter_Enable': 'Turn the Inverter ON', 'Speed_Mode_Enable': 0, 'Speed_Command': 0, 'Torque_Command': 3.0, 'Direction_Command': 'CCW', 'Inverter_Discharge': 'Discharge Disable', 'Torque_Limit_Command': 0.0}"
1562356670684,223.33,0xdc,"{'D2_Torque_Feedback': 2.6, 'D3_Power_On_Timer': 759.522, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356671684,224.33,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356672686,225.332,0xdd,"{'D1_Modulation_Index': 0.1369, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356673687,226.333,0xd9,"{'D1_Reference_Voltage_1_5': 1.51, 'D4_Reference_Voltage_12_0': 11.0, 'D3_Reference_Voltage_5_0': 5.09, 'D2_Reference_Voltage_2_5': 2.52}"
1562356674688,227.334,0xda,"{'D3_Relay_5_Status': 0, 'D5_Inverter_Command_Mode': 0, 'D6_Inverter_Enable_Lockout': 0, 'D6_Inverter_Enable_State': 1, 'D4_Inverter_Discharge_State': 0, 'D7_BMS_Active': 0, 'D4_Inverter_Run_Mode': 0, 'D1_VSM_State': 'Motor Running State', 'D3_Relay_3_Status': 1, 'D2_Inverter_State': 'Idle Run', 'D3_Relay_2_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_6_Status': 0, 'D7_Direction_Command': 1, 'D7_BMS_Torque_Limiting': 0, 'D3_Relay_1_Status': 0}"
1562356675690,228.336,0xdd,"{'D1_Modulation_Index': 0.138, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356676691,229.337,0xd8,"{'D1_Flux_Command': 0.051000000000000004, 'D3_Id': -0.9, 'D4_Iq': 2.5, 'D2_Flux_Feedback': -6.081}"
1562356677694,230.34,0xdd,"{'D1_Modulation_Index': 0.1374, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356678692,231.338,0xdc,"{'D2_Torque_Feedback': 2.5, 'D3_Power_On_Timer': 767.451, 'D1_Commanded_Torque': 2.9000000000000004}"
1562356679696,232.342,0xdb,"{'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0, 'D2_Post_Fault_Hi': 0, 'D1_Post_Fault_Lo': 0}"
1562356680699,233.345,0xdd,"{'D1_Modulation_Index': 0.1375, 'D2_Flux_Weakening_Output': 0.0, 'D4_Iq_Command': 3.8000000000000003, 'D3_Id_Command': 0.0}"
1562356681699,234.345,0xd7,"{'D2_Output_Voltage': 41.7, 'D4_VBC_Vq_Voltage': 42.1, 'D1_DC_Bus_Voltage': 608.1, 'D3_VAB_Vd_Voltage': -1.3}"
